#numero_de momentos
25																																
#numero_de_momentos al año (4=trimestres, 2:semestres)																														
4																																
#numero_de_tallas																																
33																																
#Año	Id	RECLAS	cvR	nmR	PELACES	cvP	nmP	MPH	cvMPH	CPUE	cv_cpue	Desemb	cvD	nmF
0	0	0	0	2.495	12.493	15.007	9.973	19.898	34.9	53.531	79.201	88.232	95.436	123.7	130.698	105.414	53.509	26.335	21.263	30.734	36.959	23.499	19.9	11.01	4.176	1.138	0.502	0	0	0	0	0
0	0	0	0	0	0.14	1.59	30.88	79.91	126.1	118.63	123.52	123.22	109.3	99.58	47.19	26.17	10.85	10.49	10.99	14.37	18.28	21.54	15.52	7.21	3.08	1.34	0.09	0	0	0	0	0
																																
#_________________________________________________________________________________																																
#	Madurez																															
0	0	0	0	0	0	0	0.001	0.003	0.007	0.02	0.053	0.136	0.305	0.55	0.773	0.905	0.964	0.987	0.995	0.998	0.999	1	1	1	1	1	1	1	1	1	1	1
#	Pesos_medios																															
0.2	0.325	0.492	0.71	0.985	1.325	1.736	2.227	2.804	3.475	4.248	5.129	6.127	7.249	8.502	9.896	11.436	13.131	14.99	17.019	19.227	21.621	24.21	27.002	30.005	33.226	36.674	40.357	44.283	48.461	52.898	57.603	62.585


#	CONTROLES_DEL_MODELO 																											
#------------------------------------------------------------------------
#	Coeficiente	de	variación	de	los	reclutamientos																							
#	sigmaR																												
0.6																													
#dt_desove  dt_indices       																										
0.5	    0.5         	     																										

#	PARAMETROS	DE	CRECIMIENTO	Y	MORTALIDAD	NATURAL																							
#------------------------------------------------------------------------
#Loo	k	Lr	sr	b	M	h      																							
18.1    0.185   7.0     1.5     0.5     0.37    1.0
0.1	0.3	0.1	0.1	0.2	0.1	0.1     #coeficientes	de variacion de	las prior (solo	activo	Lr)													
-4      -4       4      4      -4      -4      -4      #fases   


#	lag de tiempo con el reclutamiento																												
1																													

#	Parámetros_de_Selectividad																												
#------------------------------------------------------------------------
# Flota
#L50    s1	s2      (si fase s2 <0 logistico, >0 domo)																
10	1	100     
0.1     0.1     0.1
3       4       -4


# Pelaces (logistico)
#L50    slope
10      1
0.1     0.1  #cv
3       4    #fase


#Reclas
#L50    slope
10      1
0.1     0.1  #cv
3       4    #fase

#	Número_de_bloques_de_selectividad_(logistica)_y_años_de_inicio_FLOTA																												
1
1994.1  


#	Número_de_bloques_de_capturabilidad CPUE_y_años_de_inicio_FLOTA																												
1
1994.1
#_________________________________________________________________																													
#	FASES_DE_ESTIMACION_DE_PARAMETROS																												

#	Fase_de_estimacion capturabilidad CPUE,RECLAS,PELACES 																												
-3   5    6
#	Fase_de_estimacion_mortalidad_por_pesca																												
2																													
#	Fase_de_estimacion_variación_anual_Rt y Estacional_Rs																												
2	3																												

#	PROYECCION_DE_LA_POBLACION																												
#____________________________________________________																													
#numero_casos_de multiplicadores de F																													
5
#
1.00E-05	0.5	1.0	1.5	2.0
#	Años_a_proyectar
10																									

